TCGA_DESC,DRUG_NAME,MEDIAN_IC50,MEAN_IC50,MAD,N,BROAD_EFFECT,SENSITIVE,study_name,id,abstract_bool
ALL,AZ6102,6.14993786372116,6.33418089636398,0.0222419651999999,24,False,False,Acute lymphoblastic leukemia,AZ6102_Acute lymphoblastic leukemia,False
ALL,Talazoparib,1.68919171999247,9.92362856213984,0.2050858341,24,False,False,Acute lymphoblastic leukemia,Talazoparib_Acute lymphoblastic leukemia,True
ALL,Elephantin,6.06713701830877,12.8729085969253,0.0691966485,22,False,False,Acute lymphoblastic leukemia,Elephantin_Acute lymphoblastic leukemia,False
ALL,AZ960,1.03781701520212,5.747340769726,0.1492592724,22,False,False,Acute lymphoblastic leukemia,AZ960_Acute lymphoblastic leukemia,False
ALL,Tamoxifen,9.09313963343786,12.4620279735852,0.0410064921,24,False,False,Acute lymphoblastic leukemia,Tamoxifen_Acute lymphoblastic leukemia,True
ALL,Zoledronate,16.3042864687504,16.7136908860735,0.0045968013,22,False,False,Acute lymphoblastic leukemia,Zoledronate_Acute lymphoblastic leukemia,True
ALL,Ruxolitinib,60.1880458973918,69.0683351736114,0.0084093072,22,False,False,Acute lymphoblastic leukemia,Ruxolitinib_Acute lymphoblastic leukemia,True
ALL,Entinostat,1.8052655101784,3.41759744711952,0.1532897205,22,False,False,Acute lymphoblastic leukemia,Entinostat_Acute lymphoblastic leukemia,True
ALL,AZD1208,70.1016321426812,80.1702320557549,0.0090290339999999,22,False,False,Acute lymphoblastic leukemia,AZD1208_Acute lymphoblastic leukemia,True
ALL,AZD5153,0.539215029625645,1.64097854984267,0.183872052,22,False,True,Acute lymphoblastic leukemia,AZD5153_Acute lymphoblastic leukemia,False
ALL,RVX-208,30.1928203659091,50.9714926085399,0.0202397139000001,22,False,False,Acute lymphoblastic leukemia,RVX-208_Acute lymphoblastic leukemia,False
ALL,Entospletinib,17.1880204593314,26.1364834169461,0.0514944045000001,22,False,False,Acute lymphoblastic leukemia,Entospletinib_Acute lymphoblastic leukemia,True
ALL,Fulvestrant,15.4167345286771,21.6996850061182,0.0140461524000001,46,False,False,Acute lymphoblastic leukemia,Fulvestrant_Acute lymphoblastic leukemia,True
ALL,AZD1332,34.1791480155925,46.6760582287644,0.0297209409,22,False,False,Acute lymphoblastic leukemia,AZD1332_Acute lymphoblastic leukemia,False
ALL,ERK_6604,26.2325819413228,42.9786832232289,0.0215903625000001,22,False,False,Acute lymphoblastic leukemia,ERK_6604_Acute lymphoblastic leukemia,False
ALL,Telomerase Inhibitor IX,0.870335206975333,0.914071151262794,0.094790031,24,False,True,Acute lymphoblastic leukemia,Telomerase Inhibitor IX_Acute lymphoblastic leukemia,False
ALL,BMS-345541,8.4607003505146,10.8049706852365,0.0201737381999999,22,False,False,Acute lymphoblastic leukemia,BMS-345541_Acute lymphoblastic leukemia,True
ALL,Sabutoclax,0.21939311059259,0.263713821946476,0.1052223459,22,False,True,Acute lymphoblastic leukemia,Sabutoclax_Acute lymphoblastic leukemia,False
ALL,Epirubicin,0.0701088191198578,0.113790262074604,0.1265043276,24,False,True,Acute lymphoblastic leukemia,Epirubicin_Acute lymphoblastic leukemia,True
ALL,AZD2014,7.19437157202622,10.4599892517713,0.0983415993000001,22,False,False,Acute lymphoblastic leukemia,AZD2014_Acute lymphoblastic leukemia,True
ALL,Erlotinib,5.83860315135506,7.73436157722027,0.0266882826,24,False,False,Acute lymphoblastic leukemia,Erlotinib_Acute lymphoblastic leukemia,True
ALL,Temozolomide,103.86537591728,106.584258496499,0.0193753581,24,False,False,Acute lymphoblastic leukemia,Temozolomide_Acute lymphoblastic leukemia,True
ALL,BMS-536924,4.92687609004121,5.90655488568968,0.072929094,24,False,False,Acute lymphoblastic leukemia,BMS-536924_Acute lymphoblastic leukemia,False
ALL,Sapitinib,38.4605897766833,42.6209913724526,0.0184079616000001,24,False,False,Acute lymphoblastic leukemia,Sapitinib_Acute lymphoblastic leukemia,False
ALL,EPZ004777,74.8361239051298,78.5857117404639,0.005530098,24,False,False,Acute lymphoblastic leukemia,EPZ004777_Acute lymphoblastic leukemia,True
ALL,AZD3759,9.11070116406809,9.56974303634409,0.0043084356000001,24,False,False,Acute lymphoblastic leukemia,AZD3759_Acute lymphoblastic leukemia,False
ALL,Fludarabine,3.12820169433828,9.44962936314055,0.1330700217,22,False,False,Acute lymphoblastic leukemia,Fludarabine_Acute lymphoblastic leukemia,True
ALL,Teniposide,0.139540907247129,0.339239579938191,0.2044935354,22,True,True,Acute lymphoblastic leukemia,Teniposide_Acute lymphoblastic leukemia,True
ALL,Savolitinib,4.50611336332869,6.18808214723675,0.0109593791999999,23,False,False,Acute lymphoblastic leukemia,Savolitinib_Acute lymphoblastic leukemia,False
ALL,EPZ5676,91.2426270635322,106.524064170929,0.0031838835,24,False,False,Acute lymphoblastic leukemia,EPZ5676_Acute lymphoblastic leukemia,False
ALL,AZD4547,4.53867899750136,9.37959889286635,0.0148304478,23,False,False,Acute lymphoblastic leukemia,AZD4547_Acute lymphoblastic leukemia,False
ALL,CDK9_5038,0.0209517592686529,0.439146106137309,0.0945661584,22,False,True,Acute lymphoblastic leukemia,CDK9_5038_Acute lymphoblastic leukemia,False
ALL,Foretinib,0.481408834838099,1.04307135961627,0.1035388536,24,False,True,Acute lymphoblastic leukemia,Foretinib_Acute lymphoblastic leukemia,False
ALL,ERK_2440,11.8679154112593,19.7646306275407,0.0594974793,22,False,False,Acute lymphoblastic leukemia,ERK_2440_Acute lymphoblastic leukemia,False
ALL,Trametinib,3.60152650982855,5.2318330098629,0.0172456032,24,False,False,Acute lymphoblastic leukemia,Trametinib_Acute lymphoblastic leukemia,True
ALL,Lapatinib,5.27480184320918,7.57528359186804,0.0519265824,24,False,False,Acute lymphoblastic leukemia,Lapatinib_Acute lymphoblastic leukemia,True
ALL,Pictilisib,2.3719070059534,6.88005280409479,0.0903214746,24,False,False,Acute lymphoblastic leukemia,Pictilisib_Acute lymphoblastic leukemia,False
ALL,TAF1_5496,14.2876033199933,21.5262440301896,0.053114145,22,False,False,Acute lymphoblastic leukemia,TAF1_5496_Acute lymphoblastic leukemia,False
ALL,Ulixertinib,7.93664784225964,11.0204082644841,0.0736807722,47,False,False,Acute lymphoblastic leukemia,Ulixertinib_Acute lymphoblastic leukemia,False
ALL,Pyridostatin,9.8536825429404,9.85821428062835,0.0500318196,24,False,False,Acute lymphoblastic leukemia,Pyridostatin_Acute lymphoblastic leukemia,False
ALL,Camptothecin,0.0090824420454389,0.0203779903228242,0.0485306871,24,False,True,Acute lymphoblastic leukemia,Camptothecin_Acute lymphoblastic leukemia,True
ALL,LCL161,66.0611953693597,82.4950577892991,0.0042239273999999,22,False,False,Acute lymphoblastic leukemia,LCL161_Acute lymphoblastic leukemia,True
ALL,AZD5438,2.67668614068927,8.36651296647249,0.0773524311,22,False,False,Acute lymphoblastic leukemia,AZD5438_Acute lymphoblastic leukemia,False
ALL,ULK1_4989,2.57827060011151,8.05666194574718,0.0686525343,22,False,False,Acute lymphoblastic leukemia,ULK1_4989_Acute lymphoblastic leukemia,False
ALL,Carmustine,148.351865928301,153.703704586113,0.0139075293,22,False,False,Acute lymphoblastic leukemia,Carmustine_Acute lymphoblastic leukemia,True
ALL,Sinularin,16.650463990696,18.0781961427064,0.0095168094,22,False,False,Acute lymphoblastic leukemia,Sinularin_Acute lymphoblastic leukemia,False
ALL,Gefitinib,15.1973879067333,15.5196070529182,0.0052699017,24,False,False,Acute lymphoblastic leukemia,Gefitinib_Acute lymphoblastic leukemia,True
ALL,UMI-77,7.49931568649371,8.0941377523042,0.0459368784,24,False,False,Acute lymphoblastic leukemia,UMI-77_Acute lymphoblastic leukemia,False
ALL,Sorafenib,4.25796454491262,5.05048109244161,0.0348944736,24,False,False,Acute lymphoblastic leukemia,Sorafenib_Acute lymphoblastic leukemia,True
ALL,Taselisib,2.82502340221171,10.88958581399,0.0994150016999999,24,False,False,Acute lymphoblastic leukemia,Taselisib_Acute lymphoblastic leukemia,False
ALL,P22077,13.7257304595246,25.1031684815341,0.0454587399,24,False,False,Acute lymphoblastic leukemia,P22077_Acute lymphoblastic leukemia,False
ALL,Picolinici-acid,82.9398534318152,89.297804808156,0.0038110233,22,False,False,Acute lymphoblastic leukemia,Picolinici-acid_Acute lymphoblastic leukemia,False
ALL,CDK9_5576,0.269689299505119,2.25702841227248,0.1052297589,22,False,True,Acute lymphoblastic leukemia,CDK9_5576_Acute lymphoblastic leukemia,False
ALL,Crizotinib,3.72763457563578,7.34767828814169,0.0202033902000002,22,False,False,Acute lymphoblastic leukemia,Crizotinib_Acute lymphoblastic leukemia,True
ALL,Staurosporine,0.0213201606880063,0.0261382743032431,0.0587576619,24,False,True,Acute lymphoblastic leukemia,Staurosporine_Acute lymphoblastic leukemia,True
ALL,GSK343,7.94061254492984,7.85586275888179,0.0023484383999998,22,False,False,Acute lymphoblastic leukemia,GSK343_Acute lymphoblastic leukemia,False
ALL,AZD6738,1.70022164374733,1.99254630246012,0.1037493828,24,False,False,Acute lymphoblastic leukemia,AZD6738_Acute lymphoblastic leukemia,False
ALL,PRT062607,8.30222139669409,16.3745986891763,0.0742641753,22,False,False,Acute lymphoblastic leukemia,PRT062607_Acute lymphoblastic leukemia,False
ALL,Ibrutinib,31.3714215482424,45.5887617715914,0.0362881175999999,22,False,False,Acute lymphoblastic leukemia,Ibrutinib_Acute lymphoblastic leukemia,True
ALL,Cediranib,5.46620961648623,5.43912176504623,0.0433060047,24,False,False,Acute lymphoblastic leukemia,Cediranib_Acute lymphoblastic leukemia,False
ALL,Gallibiscoquinazole,6.45786541945455,7.54242195085879,0.0073077353999998,22,False,False,Acute lymphoblastic leukemia,Gallibiscoquinazole_Acute lymphoblastic leukemia,False
ALL,AZD7762,0.245388544369562,0.254973946812578,0.0862406181,24,False,True,Acute lymphoblastic leukemia,AZD7762_Acute lymphoblastic leukemia,False
ALL,VE821,8.39938790993939,9.82309783296555,0.0635205144,24,False,False,Acute lymphoblastic leukemia,VE821_Acute lymphoblastic leukemia,False
ALL,PLX-4720,32.9370497617642,42.3763814214898,0.0192915912,24,False,False,Acute lymphoblastic leukemia,PLX-4720_Acute lymphoblastic leukemia,False
ALL,GDC0810,71.2135363676899,71.6097894385879,0.0044796759,24,False,False,Acute lymphoblastic leukemia,GDC0810_Acute lymphoblastic leukemia,False
ALL,I-BET-762,5.51438874192529,8.06487920775305,0.0827705928000001,22,False,False,Acute lymphoblastic leukemia,I-BET-762_Acute lymphoblastic leukemia,False
ALL,AZD8186,17.0773170160419,26.1560749452487,0.0404245715999999,24,False,False,Acute lymphoblastic leukemia,AZD8186_Acute lymphoblastic leukemia,True
ALL,Rapamycin,0.0457634306401103,0.0816782510007924,0.0359723238000001,24,False,True,Acute lymphoblastic leukemia,Rapamycin_Acute lymphoblastic leukemia,True
ALL,Cyclophosphamide,73.4427741741395,77.7051039376981,0.0059392956000001,24,False,False,Acute lymphoblastic leukemia,Cyclophosphamide_Acute lymphoblastic leukemia,True
ALL,Ipatasertib,10.5761351420418,21.4418421354365,0.0901947123000001,24,False,False,Acute lymphoblastic leukemia,Ipatasertib_Acute lymphoblastic leukemia,False
ALL,Venetoclax,1.08402304702996,2.2557995731783,0.0768238842000001,24,False,False,Acute lymphoblastic leukemia,Venetoclax_Acute lymphoblastic leukemia,True
ALL,I-BRD9,13.4314885410139,19.33634585122,0.0616561449,24,False,False,Acute lymphoblastic leukemia,I-BRD9_Acute lymphoblastic leukemia,False
ALL,BDP-00009066,5.25693107210471,5.95755864300764,0.0317921331,24,False,False,Acute lymphoblastic leukemia,BDP-00009066_Acute lymphoblastic leukemia,False
ALL,PFI3,85.2107448692739,88.2510925488905,0.0037198434,22,False,False,Acute lymphoblastic leukemia,PFI3_Acute lymphoblastic leukemia,False
ALL,IRAK4_4710,70.7340442339522,84.6715373518106,0.005166861,22,False,False,Acute lymphoblastic leukemia,IRAK4_4710_Acute lymphoblastic leukemia,False
ALL,Vinblastine,0.0028150267516299,0.0041782136776484,0.1107413244,24,False,True,Acute lymphoblastic leukemia,Vinblastine_Acute lymphoblastic leukemia,True
ALL,MG-132,0.136605836914792,0.165839762525275,0.1070889393,24,False,True,Acute lymphoblastic leukemia,MG-132_Acute lymphoblastic leukemia,True
ALL,VX-11e,10.6212040766257,13.3319750578706,0.0263962104000001,24,False,False,Acute lymphoblastic leukemia,VX-11e_Acute lymphoblastic leukemia,True
ALL,Bortezomib,0.0036913116320969,0.004206571861462,0.0578184348,24,False,True,Acute lymphoblastic leukemia,Bortezomib_Acute lymphoblastic leukemia,True
ALL,Podophyllotoxin bromide,0.168176337183372,0.196307363519306,0.0483008841,22,False,True,Acute lymphoblastic leukemia,Podophyllotoxin bromide_Acute lymphoblastic leukemia,False
ALL,Irinotecan,1.13200412536092,2.23199864890255,0.0791574965999999,24,False,False,Acute lymphoblastic leukemia,Irinotecan_Acute lymphoblastic leukemia,True
ALL,IGF1R_3801,0.445584305610256,8.43102787588259,0.1533890547,22,False,True,Acute lymphoblastic leukemia,IGF1R_3801_Acute lymphoblastic leukemia,False
ALL,MK-1775,0.370947003441468,0.398296524004894,0.1016700363,24,False,True,Acute lymphoblastic leukemia,MK-1775_Acute lymphoblastic leukemia,False
ALL,Nutlin-3a (-),22.2452701531645,25.7681613878005,0.0403778697000001,24,False,False,Acute lymphoblastic leukemia,Nutlin-3a (-)_Acute lymphoblastic leukemia,False
ALL,PD0325901,0.907750570773866,1.87908502073368,0.012275928,24,False,True,Acute lymphoblastic leukemia,PD0325901_Acute lymphoblastic leukemia,True
ALL,Cisplatin,2.5345968442517,6.28323742999553,0.0649534473,24,False,False,Acute lymphoblastic leukemia,Cisplatin_Acute lymphoblastic leukemia,True
ALL,Selumetinib,65.9683797145715,87.4881998042683,0.009651726,22,False,False,Acute lymphoblastic leukemia,Selumetinib_Acute lymphoblastic leukemia,True
ALL,MIM1,14.5610819424561,20.9867675632677,0.0531067319999999,24,False,False,Acute lymphoblastic leukemia,MIM1_Acute lymphoblastic leukemia,False
ALL,OSI-027,76.8750210540142,72.7071688058692,0.0038265905999999,5,False,False,Acute lymphoblastic leukemia,OSI-027_Acute lymphoblastic leukemia,False
ALL,PRIMA-1MET,10.8294722210046,20.2029294123207,0.0925527875999999,22,False,False,Acute lymphoblastic leukemia,PRIMA-1MET_Acute lymphoblastic leukemia,True
ALL,IWP-2,7.892328331449,8.30043231638362,0.0035975289,22,False,False,Acute lymphoblastic leukemia,IWP-2_Acute lymphoblastic leukemia,False
ALL,NVP-ADW742,4.81496426076849,7.07860660256209,0.0688045008,24,False,False,Acute lymphoblastic leukemia,NVP-ADW742_Acute lymphoblastic leukemia,False
ALL,Osimertinib,3.43450226165743,3.96742784272876,0.0205962791999999,24,False,False,Acute lymphoblastic leukemia,Osimertinib_Acute lymphoblastic leukemia,False
ALL,PD173074,14.6502156462868,20.3182473571594,0.0106888047,24,False,False,Acute lymphoblastic leukemia,PD173074_Acute lymphoblastic leukemia,False
ALL,Sepantronium bromide,0.0129429825602763,0.137959685620261,0.0765918573,24,False,True,Acute lymphoblastic leukemia,Sepantronium bromide_Acute lymphoblastic leukemia,False
ALL,JAK1_8709,19.2289048396081,32.9371916620186,0.0378737583,22,False,False,Acute lymphoblastic leukemia,JAK1_8709_Acute lymphoblastic leukemia,False
ALL,MIRA-1,44.9629902298007,53.8542928851362,0.0177215178,24,False,False,Acute lymphoblastic leukemia,MIRA-1_Acute lymphoblastic leukemia,False
ALL,JAK_8517,4.14179314386142,11.5894926305135,0.0452356086000001,22,False,False,Acute lymphoblastic leukemia,JAK_8517_Acute lymphoblastic leukemia,False
ALL,Topotecan,0.100362422186012,0.489188953817671,0.118437501,22,False,True,Acute lymphoblastic leukemia,Topotecan_Acute lymphoblastic leukemia,True
ALL,MK-8776,3.15758266947436,3.81800824540027,0.0811975542000002,24,False,False,Acute lymphoblastic leukemia,MK-8776_Acute lymphoblastic leukemia,False
ALL,YK-4-279,1.52560655473354,2.22511477322629,0.1029183855,24,False,False,Acute lymphoblastic leukemia,YK-4-279_Acute lymphoblastic leukemia,True
ALL,Obatoclax Mesylate,1.82473297107014,2.50921537355536,0.0853325255999999,22,False,False,Acute lymphoblastic leukemia,Obatoclax Mesylate_Acute lymphoblastic leukemia,True
ALL,OTX015,2.15213508837435,6.5956415829968,0.189594888,22,False,False,Acute lymphoblastic leukemia,OTX015_Acute lymphoblastic leukemia,True
ALL,Pevonedistat,0.359408751892961,1.30162953258725,0.0428130402,24,False,True,Acute lymphoblastic leukemia,Pevonedistat_Acute lymphoblastic leukemia,False
ALL,GSK2578215A,55.1986329754221,58.5266545933599,0.0059563455,24,False,False,Acute lymphoblastic leukemia,GSK2578215A_Acute lymphoblastic leukemia,False
ALL,KRAS (G12C) Inhibitor-12,10.8816787042323,11.6752628725866,0.0381888108000002,22,False,False,Acute lymphoblastic leukemia,KRAS (G12C) Inhibitor-12_Acute lymphoblastic leukemia,False
ALL,Mirin,58.8855717714056,59.4126523470727,0.0429909522,22,False,False,Acute lymphoblastic leukemia,Mirin_Acute lymphoblastic leukemia,False
ALL,Palbociclib,2.93711091905277,5.31797117539858,0.1112379954,24,False,False,Acute lymphoblastic leukemia,Palbociclib_Acute lymphoblastic leukemia,True
ALL,GSK1904529A,22.295155240262,26.3319852894012,0.0276719876999999,24,False,False,Acute lymphoblastic leukemia,GSK1904529A_Acute lymphoblastic leukemia,False
ALL,ML323,26.4671202815056,32.4434196172686,0.0237809039999999,22,False,False,Acute lymphoblastic leukemia,ML323_Acute lymphoblastic leukemia,False
ALL,OF-1,21.8923360176745,32.5835386994654,0.0310641765,22,False,False,Acute lymphoblastic leukemia,OF-1_Acute lymphoblastic leukemia,False
ALL,Oxaliplatin,13.8945354430639,27.3361642960683,0.0945031479,46,False,False,Acute lymphoblastic leukemia,Oxaliplatin_Acute lymphoblastic leukemia,True
ALL,PCI-34051,16.3025518414646,25.7914053596246,0.0455002526999999,22,False,False,Acute lymphoblastic leukemia,PCI-34051_Acute lymphoblastic leukemia,False
ALL,PAK_5339,3.55310730205545,4.29130592887217,0.0797238497999999,22,False,False,Acute lymphoblastic leukemia,PAK_5339_Acute lymphoblastic leukemia,False
ALL,Gemcitabine,0.0354533688319026,1.17417351277313,0.1066641744,23,False,True,Acute lymphoblastic leukemia,Gemcitabine_Acute lymphoblastic leukemia,True
ALL,GNE-317,1.38902014141566,2.38885036266826,0.1510739748,24,False,False,Acute lymphoblastic leukemia,GNE-317_Acute lymphoblastic leukemia,False
ALL,Mitoxantrone,0.0592394008288116,0.367121886164057,0.1771684761,22,True,True,Acute lymphoblastic leukemia,Mitoxantrone_Acute lymphoblastic leukemia,True
ALL,Nilotinib,4.84219137129123,6.0992453048213,0.0307861889999999,24,False,False,Acute lymphoblastic leukemia,Nilotinib_Acute lymphoblastic leukemia,True
ALL,Paclitaxel,0.00984238395019,0.0244687157793806,0.0292339068,24,False,True,Acute lymphoblastic leukemia,Paclitaxel_Acute lymphoblastic leukemia,True
ALL,SCH772984,16.9178284502683,26.6717192426237,0.0207675195,24,False,False,Acute lymphoblastic leukemia,SCH772984_Acute lymphoblastic leukemia,False
ALL,GSK591,38.6039931547826,50.2894462993239,0.0187526661,24,False,False,Acute lymphoblastic leukemia,GSK591_Acute lymphoblastic leukemia,False
ALL,MN-64,38.1565332882736,61.3837730615425,0.0128608137,22,False,False,Acute lymphoblastic leukemia,MN-64_Acute lymphoblastic leukemia,False
ALL,IAP_5620,31.173785543898,59.0027051839743,0.0209995464,22,False,False,Acute lymphoblastic leukemia,IAP_5620_Acute lymphoblastic leukemia,False
ALL,WZ4003,11.8281222239714,27.0340132195205,0.0568584512999999,22,False,False,Acute lymphoblastic leukemia,WZ4003_Acute lymphoblastic leukemia,False
ALL,Wnt-C59,27.71415837152,30.0792107480071,0.0217734636,22,False,False,Acute lymphoblastic leukemia,Wnt-C59_Acute lymphoblastic leukemia,False
ALL,Wee1 Inhibitor,1.75063162002811,1.81253153047892,0.0685324436999999,24,False,False,Acute lymphoblastic leukemia,Wee1 Inhibitor_Acute lymphoblastic leukemia,True
ALL,XAV939,40.6082706536392,54.8524560192443,0.0101402426999999,22,False,False,Acute lymphoblastic leukemia,XAV939_Acute lymphoblastic leukemia,True
ALL,WIKI4,21.1319659238905,24.9336187263288,0.0324793182,24,False,False,Acute lymphoblastic leukemia,WIKI4_Acute lymphoblastic leukemia,False
ALL,Olaparib,24.4773704854021,29.0739458272406,0.0378389172,24,False,False,Acute lymphoblastic leukemia,Olaparib_Acute lymphoblastic leukemia,True
ALL,WEHI-539,1.36333062214735,7.12180540056288,0.3661466025,24,False,False,Acute lymphoblastic leukemia,WEHI-539_Acute lymphoblastic leukemia,False
ALL,Navitoclax,0.202021732648344,1.35051488552919,0.204198498,21,False,True,Acute lymphoblastic leukemia,Navitoclax_Acute lymphoblastic leukemia,True
ALL,Uprosertib,3.69991559240548,10.945129423361,0.1347475836,46,False,False,Acute lymphoblastic leukemia,Uprosertib_Acute lymphoblastic leukemia,False
ALL,Niraparib,11.1394405263897,23.3840410889957,0.0876424164,22,False,False,Acute lymphoblastic leukemia,Niraparib_Acute lymphoblastic leukemia,True
ALL,Nelarabine,27.7512043922756,53.0131258273256,0.0850878966000001,22,False,False,Acute lymphoblastic leukemia,Nelarabine_Acute lymphoblastic leukemia,True
ALL,Luminespib,0.0316836966079871,0.0683477826518015,0.0857528427,24,False,True,Acute lymphoblastic leukemia,Luminespib_Acute lymphoblastic leukemia,False
ALL,LY2109761,64.0801945551199,82.3902732316572,0.0072336054,22,False,False,Acute lymphoblastic leukemia,LY2109761_Acute lymphoblastic leukemia,True
